Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,603402,-,-,-,38.54,-121.73,0,13,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,Temperature,Dew Point,Relative Humidity,Pressure,Wind Speed
2024,1,1,0,0,11.4,10.200000000000001,92.46000000000001,1018,0
2024,1,1,0,30,10.9,10.200000000000001,95.57000000000001,1018,0
2024,1,1,1,0,10.5,9.9,96.11,1018,0
2024,1,1,1,30,10.3,9.9,97.49000000000001,1019,0
2024,1,1,2,0,10,9.9,99.24000000000001,1019,0
2024,1,1,2,30,9.9,9.9,99.9,1019,0
2024,1,1,3,0,9.8,9.8,100,1019,0
2024,1,1,3,30,9.700000000000001,9.700000000000001,100,1019,0
2024,1,1,4,0,9.600000000000001,9.600000000000001,100,1019,0
2024,1,1,4,30,9.4,9.4,100,1019,0
2024,1,1,5,0,9.3,9.3,100,1019,0
2024,1,1,5,30,9.1,9.1,100,1019,0
2024,1,1,6,0,8.9,8.9,99.95,1019,0
2024,1,1,6,30,8.700000000000001,8.700000000000001,100,1019,0
2024,1,1,7,0,8.5,8.4,99.37,1019,0
2024,1,1,7,30,8.4,8.4,100,1019,0
2024,1,1,8,0,8.3,8.200000000000001,99.04,1019,0
2024,1,1,8,30,8.3,8.200000000000001,99.04,1019,0
2024,1,1,9,0,8.3,8,98.16,1019,0
2024,1,1,9,30,8,8,100,1020,0
2024,1,1,10,0,7.7,7.6000000000000005,99.09,1020,0
2024,1,1,10,30,7.5,7.5,100,1020,0
2024,1,1,11,0,7.4,7.1000000000000005,97.94,1020,0
2024,1,1,11,30,7.2,7.1000000000000005,99.19,1019,0
2024,1,1,12,0,7.1000000000000005,6.6000000000000005,96.88,1019,0
2024,1,1,12,30,7,6.6000000000000005,97.55,1019,0
2024,1,1,13,0,6.9,6.2,95.41,1019,0
2024,1,1,13,30,6.9,6.2,95.5,1020,0
2024,1,1,14,0,6.800000000000001,5.9,94.09,1020,0
2024,1,1,14,30,6.800000000000001,5.9,94.09,1020,0
2024,1,1,15,0,6.800000000000001,5.7,92.73,1020,0
2024,1,1,15,30,7.5,5.7,88.49,1021,0
2024,1,1,16,0,8.200000000000001,6.5,88.96000000000001,1021,0
2024,1,1,16,30,9,6.5,84.29,1021,0
2024,1,1,17,0,9.9,7.2,83.09,1022,0
2024,1,1,17,30,10.9,7.2,77.74,1022,0
2024,1,1,18,0,12,7.6000000000000005,74.36,1022,0
2024,1,1,18,30,12.9,7.6000000000000005,70.10000000000001,1022,0
2024,1,1,19,0,13.9,7.5,65.11,1021,0
2024,1,1,19,30,14.600000000000001,7.5,62.230000000000004,1021,0
2024,1,1,20,0,15.3,7.2,58.54,1021,0
2024,1,1,20,30,15.600000000000001,7.2,57.370000000000005,1020,0
2024,1,1,21,0,16,7.2,56,1020,0
2024,1,1,21,30,16,7.2,56,1020,0
2024,1,1,22,0,16,7.5,57.08,1020,0
2024,1,1,22,30,15.700000000000001,7.5,58.18,1020,0
2024,1,1,23,0,15.3,8.6,64.32000000000001,1020,0
2024,1,1,23,30,14.200000000000001,8.6,69.03,1020,0
2024,1,2,0,0,13.100000000000001,8.3,72.63,1020,0
2024,1,2,0,30,12.8,8.3,74.06,1020,0
2024,1,2,1,0,12.600000000000001,7.300000000000001,70.36,1020,0
2024,1,2,1,30,12.4,7.300000000000001,71.29,1020,0
2024,1,2,2,0,12.200000000000001,7.7,74.15,1021,0
2024,1,2,2,30,11.8,7.7,76.12,1021,0
2024,1,2,3,0,11.4,8,79.5,1021,0
2024,1,2,3,30,10.9,8,82.17,1021,0
2024,1,2,4,0,10.3,8.1,86.03,1021,0
2024,1,2,4,30,10,8.1,87.77,1021,0
2024,1,2,5,0,9.600000000000001,8.200000000000001,90.96000000000001,1021,0
2024,1,2,5,30,9.1,8.200000000000001,94.16,1022,0
2024,1,2,6,0,8.700000000000001,8.4,97.69,1022,0
2024,1,2,6,30,8.3,8.3,100,1022,0
2024,1,2,7,0,7.9,7.9,100,1022,0
2024,1,2,7,30,7.6000000000000005,7.6000000000000005,100,1022,0
2024,1,2,8,0,7.2,7.2,100,1021,0
2024,1,2,8,30,7.2,7.2,100,1021,0
2024,1,2,9,0,7.1000000000000005,7.1000000000000005,100,1022,0
2024,1,2,9,30,7.300000000000001,7.300000000000001,100,1022,0
2024,1,2,10,0,7.5,7.5,100,1022,0
2024,1,2,10,30,7.6000000000000005,7.6000000000000005,100,1021,0
2024,1,2,11,0,7.7,7.7,100,1021,0
2024,1,2,11,30,7.300000000000001,7.300000000000001,100,1021,0
2024,1,2,12,0,6.9,6.9,100,1021,0
2024,1,2,12,30,6.800000000000001,6.800000000000001,100,1021,0
2024,1,2,13,0,6.7,6.7,100,1021,0
2024,1,2,13,30,6.6000000000000005,6.6000000000000005,100,1021,0
2024,1,2,14,0,6.5,6.5,100,1021,0
2024,1,2,14,30,6.5,6.5,100,1021,0
2024,1,2,15,0,6.5,6.4,99.54,1021,0
2024,1,2,15,30,7.2,6.4,94.88,1021,0
2024,1,2,16,0,7.9,6.9,93.18,1021,0
2024,1,2,16,30,8.4,6.9,90.16,1022,0
2024,1,2,17,0,8.8,7.4,91.07000000000001,1022,0
2024,1,2,17,30,9.8,7.4,85.15,1022,0
2024,1,2,18,0,10.8,8.700000000000001,87.10000000000001,1022,0
2024,1,2,18,30,12.200000000000001,8.700000000000001,79.34,1021,0
2024,1,2,19,0,13.600000000000001,9.9,78.55,1021,0
2024,1,2,19,30,14.5,9.9,74.04,1020,0
2024,1,2,20,0,15.5,10,69.76,1019,0
2024,1,2,20,30,15.9,10,68,1019,0
2024,1,2,21,0,16.3,9.5,64.1,1018,0
2024,1,2,21,30,15.8,9.5,66.11,1017,0
2024,1,2,22,0,15.3,9.600000000000001,68.88,1017,0
2024,1,2,22,30,14.600000000000001,9.600000000000001,71.97,1016,0
2024,1,2,23,0,13.9,10.200000000000001,78.44,1016,0
2024,1,2,23,30,13.4,10.200000000000001,80.95,1015,0
2024,1,3,0,0,12.8,10.600000000000001,86.24,1015,0
2024,1,3,0,30,12.4,10.600000000000001,88.53,1015,0
2024,1,3,1,0,12.100000000000001,10.9,92.48,1015,0
2024,1,3,1,30,11.9,10.9,93.7,1015,0
2024,1,3,2,0,11.700000000000001,10.8,94.03,1015,0
2024,1,3,2,30,11.4,10.8,95.91,1015,0
2024,1,3,3,0,11,9.8,92.51,1015,0
2024,1,3,3,30,10.5,9.8,95.63,1015,0
2024,1,3,4,0,10,8.9,93.04,1015,0
2024,1,3,4,30,9.3,8.9,97.60000000000001,1016,0
2024,1,3,5,0,8.700000000000001,8,95.39,1016,0
2024,1,3,5,30,8.5,8,96.69,1016,0
2024,1,3,6,0,8.3,7.7,95.78,1016,0
2024,1,3,6,30,8.200000000000001,7.7,96.43,1016,0
2024,1,3,7,0,8,7.4,96.04,1016,0
2024,1,3,7,30,7.800000000000001,7.4,97.45,1017,0
2024,1,3,8,0,7.5,7,96.94,1017,0
2024,1,3,8,30,7.300000000000001,7,98.27,1017,0
2024,1,3,9,0,7.2,6.9,97.67,1017,0
2024,1,3,9,30,7.300000000000001,6.9,97.01,1017,0
2024,1,3,10,0,7.300000000000001,6.9,97.23,1017,0
2024,1,3,10,30,7.300000000000001,6.9,97.23,1017,0
2024,1,3,11,0,7.4,6.9,96.84,1017,0
2024,1,3,11,30,7.4,6.9,96.84,1017,0
2024,1,3,12,0,7.5,7,96.75,1017,0
2024,1,3,12,30,7.6000000000000005,7,96.09,1017,0
2024,1,3,13,0,7.7,7.2,96.68,1017,0
2024,1,3,13,30,7.6000000000000005,7.2,97.34,1017,0
2024,1,3,14,0,7.6000000000000005,7.2,97.3,1018,0
2024,1,3,14,30,7.6000000000000005,7.2,97.3,1018,0
2024,1,3,15,0,7.5,7.2,97.83,1018,0
2024,1,3,15,30,8.1,7.2,93.92,1018,0
2024,1,3,16,0,8.700000000000001,8,95.63,1018,0
2024,1,3,16,30,9.5,8.1,90.71000000000001,1019,0
2024,1,3,17,0,10.200000000000001,8.8,91.22,1019,0
2024,1,3,17,30,10.9,8.8,87.08,1019,0
2024,1,3,18,0,11.600000000000001,8.8,83.21000000000001,1019,0
2024,1,3,18,30,12,8.8,81.05,1019,0
2024,1,3,19,0,12.3,8.3,76.76,1019,0
2024,1,3,19,30,12.600000000000001,8.3,75.27,1019,0
2024,1,3,20,0,12.8,7.9,72.27,1019,0
2024,1,3,20,30,12.700000000000001,7.9,72.75,1019,0
2024,1,3,21,0,12.700000000000001,7.6000000000000005,71,1019,0
2024,1,3,21,30,12.600000000000001,7.6000000000000005,71.46000000000001,1019,0
2024,1,3,22,0,12.5,7.5,71.68,1019,0
2024,1,3,22,30,12.3,7.5,72.7,1020,0
2024,1,3,23,0,12.200000000000001,7.6000000000000005,73.67,1020,0
2024,1,3,23,30,11.3,7.6000000000000005,78.17,1020,0
2024,1,4,0,0,10.4,8.200000000000001,86.34,1020,0
2024,1,4,0,30,9.8,8.200000000000001,89.95,1021,0
2024,1,4,1,0,9.1,7.6000000000000005,90.46000000000001,1021,0
2024,1,4,1,30,8.8,7.6000000000000005,92.4,1022,0
2024,1,4,2,0,8.4,7.300000000000001,92.55,1022,0
2024,1,4,2,30,8.200000000000001,7.300000000000001,93.81,1022,0
2024,1,4,3,0,7.9,7.2,95.2,1022,0
2024,1,4,3,30,7.7,7.2,96.5,1022,0
2024,1,4,4,0,7.5,7.1000000000000005,97.55,1023,0
2024,1,4,4,30,7.2,7.1000000000000005,99.56,1023,0
2024,1,4,5,0,6.9,6.9,100,1023,0
2024,1,4,5,30,6.5,6.5,100,1023,0
2024,1,4,6,0,6,6,100,1023,0
2024,1,4,6,30,5.6000000000000005,5.6000000000000005,100,1023,0
2024,1,4,7,0,5.1000000000000005,5.1000000000000005,100,1023,0
2024,1,4,7,30,4.9,4.9,100,1023,0
2024,1,4,8,0,4.6000000000000005,4.6000000000000005,100,1023,0
2024,1,4,8,30,4.6000000000000005,4.6000000000000005,100,1023,0
2024,1,4,9,0,4.6000000000000005,4.6000000000000005,100,1023,0
2024,1,4,9,30,4.7,4.7,100,1023,0
2024,1,4,10,0,4.800000000000001,4.800000000000001,100,1023,0
2024,1,4,10,30,5,5,100,1023,0
2024,1,4,11,0,5.300000000000001,5.1000000000000005,98.41,1023,0
2024,1,4,11,30,5.5,5.1000000000000005,97.06,1023,0
2024,1,4,12,0,5.7,4.800000000000001,94.17,1023,0
2024,1,4,12,30,5.6000000000000005,4.800000000000001,94.82000000000001,1023,0
2024,1,4,13,0,5.5,4.6000000000000005,93.86,1023,0
2024,1,4,13,30,5.1000000000000005,4.6000000000000005,96.5,1023,0
2024,1,4,14,0,4.7,4.2,96.9,1024,0
2024,1,4,14,30,4.3,4.2,99.65,1024,0
2024,1,4,15,0,3.8000000000000003,3.8000000000000003,100,1024,0
2024,1,4,15,30,5.2,4,91.64,1024,0
2024,1,4,16,0,6.5,4.800000000000001,88.64,1025,0
2024,1,4,16,30,7.6000000000000005,4.800000000000001,82.22,1025,0
2024,1,4,17,0,8.8,5.4,78.97,1025,0
2024,1,4,17,30,10.200000000000001,5.4,71.9,1025,0
2024,1,4,18,0,11.5,4.9,63.97,1026,0
2024,1,4,18,30,12.4,4.9,60.24,1025,0
2024,1,4,19,0,13.3,5,57.34,1025,0
2024,1,4,19,30,13.9,5,55.15,1025,0
2024,1,4,20,0,14.600000000000001,5.2,53.300000000000004,1024,0
2024,1,4,20,30,15,5.2,51.95,1024,0
2024,1,4,21,0,15.3,5.4,51.76,1024,0
2024,1,4,21,30,15.5,5.4,51.050000000000004,1023,0
2024,1,4,22,0,15.600000000000001,5.7,51.84,1023,0
2024,1,4,22,30,14.9,5.7,54.22,1023,0
2024,1,4,23,0,14.200000000000001,8.6,68.92,1023,0
2024,1,4,23,30,13.100000000000001,8.6,74.01,1023,0
2024,1,5,0,0,12,7.6000000000000005,74.63,1023,0
2024,1,5,0,30,11,7.6000000000000005,79.72,1023,0
2024,1,5,1,0,10.100000000000001,6.4,77.71000000000001,1024,0
2024,1,5,1,30,9.700000000000001,6.4,79.81,1024,0
2024,1,5,2,0,9.4,6.9,84.34,1024,0
2024,1,5,2,30,9.1,6.9,86.06,1024,0
2024,1,5,3,0,8.700000000000001,7.6000000000000005,92.64,1024,0
2024,1,5,3,30,8.5,7.6000000000000005,93.9,1024,0
2024,1,5,4,0,8.200000000000001,8.1,99.27,1024,0
2024,1,5,4,30,8.3,8.1,98.60000000000001,1024,0
2024,1,5,5,0,8.4,8.4,100,1024,0
2024,1,5,5,30,8.5,8.5,99.8,1024,0
2024,1,5,6,0,8.5,8.5,100,1024,0
2024,1,5,6,30,8.6,8.6,100,1024,0
2024,1,5,7,0,8.700000000000001,8.700000000000001,100,1024,0
2024,1,5,7,30,8.8,8.700000000000001,99.59,1024,0
2024,1,5,8,0,8.9,8.700000000000001,98.83,1023,0
2024,1,5,8,30,8.8,8.700000000000001,99.59,1024,0
2024,1,5,9,0,8.700000000000001,8.700000000000001,100,1024,0
2024,1,5,9,30,8.3,8.3,100,1024,0
2024,1,5,10,0,8,8,100,1024,0
2024,1,5,10,30,7.7,7.7,100,1024,0
2024,1,5,11,0,7.4,7.4,100,1024,0
2024,1,5,11,30,7,7,100,1024,0
2024,1,5,12,0,6.6000000000000005,6.6000000000000005,100,1024,0
2024,1,5,12,30,6.300000000000001,6.300000000000001,100,1025,0
2024,1,5,13,0,6,6,100,1025,0
2024,1,5,13,30,5.800000000000001,5.800000000000001,100,1025,0
2024,1,5,14,0,5.6000000000000005,5.6000000000000005,100,1025,0
2024,1,5,14,30,5.5,5.5,100,1026,0
2024,1,5,15,0,5.5,5.5,100,1026,0
2024,1,5,15,30,6.9,6.7,98.41,1026,0
2024,1,5,16,0,8.200000000000001,7.2,93.7,1027,0
2024,1,5,16,30,9.4,7.2,86.42,1027,0
2024,1,5,17,0,10.5,8.1,85.03,1027,0
2024,1,5,17,30,11.700000000000001,8.1,78.54,1027,0
2024,1,5,18,0,12.8,8.700000000000001,76,1027,0
2024,1,5,18,30,13.600000000000001,8.700000000000001,72.14,1027,0
2024,1,5,19,0,14.4,8.5,67.73,1026,0
2024,1,5,19,30,14.8,8.5,66.01,1026,0
2024,1,5,20,0,15.3,7.4,59.44,1025,0
2024,1,5,20,30,15.5,7.4,58.69,1025,0
2024,1,5,21,0,15.700000000000001,6.4,53.82,1024,0
2024,1,5,21,30,15.700000000000001,6.4,53.82,1024,0
2024,1,5,22,0,15.700000000000001,5.5,50.800000000000004,1023,0
2024,1,5,22,30,15.100000000000001,5.5,52.78,1023,0
2024,1,5,23,0,14.600000000000001,5.9,56.08,1023,0
2024,1,5,23,30,12.9,5.9,62.61,1023,0
2024,1,6,0,0,11.200000000000001,6.2,71.25,1023,0
2024,1,6,0,30,10.100000000000001,6.2,76.65,1023,0
2024,1,6,1,0,9,5.5,78.89,1023,0
2024,1,6,1,30,8.700000000000001,5.5,80.58,1024,0
2024,1,6,2,0,8.4,5.6000000000000005,82.39,1024,0
2024,1,6,2,30,8.1,5.6000000000000005,84.08,1024,0
2024,1,6,3,0,7.800000000000001,5.6000000000000005,85.83,1024,0
2024,1,6,3,30,7.2,5.6000000000000005,89.41,1024,0
2024,1,6,4,0,6.7,5.2,90.41,1024,0
2024,1,6,4,30,6.300000000000001,5.2,92.84,1023,0
2024,1,6,5,0,5.9,4.7,92.26,1023,0
2024,1,6,5,30,5.800000000000001,4.7,92.9,1023,0
2024,1,6,6,0,5.7,4.3,90.46000000000001,1023,0
2024,1,6,6,30,5.7,4.3,90.46000000000001,1023,0
2024,1,6,7,0,5.7,3.9000000000000004,87.93,1022,0
2024,1,6,7,30,5.7,3.9000000000000004,87.93,1022,0
2024,1,6,8,0,5.7,3.6,86.32000000000001,1022,0
2024,1,6,8,30,6.5,3.6,81.7,1022,0
2024,1,6,9,0,7.2,3.4000000000000004,76.86,1022,0
2024,1,6,9,30,7,3.4000000000000004,77.92,1022,0
2024,1,6,10,0,6.800000000000001,3.3000000000000003,78.15,1022,0
2024,1,6,10,30,6.1000000000000005,3.2,81.92,1021,0
2024,1,6,11,0,5.4,3.7,88.52,1021,0
2024,1,6,11,30,5.300000000000001,3.7,89.13,1021,0
2024,1,6,12,0,5.1000000000000005,4.800000000000001,97.83,1021,0
2024,1,6,12,30,5.2,4.800000000000001,97.06,1020,0
2024,1,6,13,0,5.300000000000001,5.300000000000001,100,1020,0
2024,1,6,13,30,5.7,5.7,100,1020,0
2024,1,6,14,0,6,6,100,1020,0
2024,1,6,14,30,6.300000000000001,6.300000000000001,100,1019,0
2024,1,6,15,0,6.6000000000000005,6.6000000000000005,100,1019,0
2024,1,6,15,30,7.2,7.2,100,1019,0
2024,1,6,16,0,7.800000000000001,7.7,99.57000000000001,1019,0
2024,1,6,16,30,8.4,7.7,95.60000000000001,1019,0
2024,1,6,17,0,9,7.9,93.08,1019,0
2024,1,6,17,30,9.3,7.9,91.22,1019,0
2024,1,6,18,0,9.5,8.4,92.68,1018,0
2024,1,6,18,30,9.8,8.4,90.84,1018,0
2024,1,6,19,0,10.100000000000001,8.9,92.12,1017,0
2024,1,6,19,30,10.5,8.9,89.61,1016,0
2024,1,6,20,0,11,9.4,90.11,1015,0
2024,1,6,20,30,11.200000000000001,9.4,88.83,1014,0
2024,1,6,21,0,11.5,9.9,89.89,1013,0
2024,1,6,21,30,11.700000000000001,9.9,88.71000000000001,1013,0
2024,1,6,22,0,11.9,9.600000000000001,85.95,1012,0
2024,1,6,22,30,11.8,9.600000000000001,86.60000000000001,1013,0
2024,1,6,23,0,11.700000000000001,8.3,79.65,1013,0
2024,1,6,23,30,10.5,8.3,86.23,1013,0
2024,1,7,0,0,9.4,6.300000000000001,80.89,1013,0
2024,1,7,0,30,8.200000000000001,6.300000000000001,87.79,1014,0
2024,1,7,1,0,7,4.6000000000000005,84.5,1014,0
2024,1,7,1,30,6.6000000000000005,4.6000000000000005,86.84,1014,0
2024,1,7,2,0,6.2,3.6,83.61,1015,0
2024,1,7,2,30,5.800000000000001,3.6,85.95,1015,0
2024,1,7,3,0,5.5,3,84.03,1015,0
2024,1,7,3,30,5.2,3,85.88,1016,0
2024,1,7,4,0,4.9,2.5,84.56,1016,0
2024,1,7,4,30,4.5,2.5,86.95,1016,0
2024,1,7,5,0,4.1000000000000005,2,86.49,1016,0
2024,1,7,5,30,3.7,2.1,89.03,1017,0
2024,1,7,6,0,3.3000000000000003,1.6,88.42,1017,0
2024,1,7,6,30,3,1.6,90.31,1017,0
2024,1,7,7,0,2.6,1.1,89.74,1017,0
2024,1,7,7,30,2.4000000000000004,1.1,91.03,1017,0
2024,1,7,8,0,2.1,0.7000000000000001,90.44,1017,0
2024,1,7,8,30,1.9000000000000001,0.7000000000000001,91.73,1017,0
2024,1,7,9,0,1.7000000000000002,0.4,91.13,1017,0
2024,1,7,9,30,1.6,0.4,91.78,1017,0
2024,1,7,10,0,1.5,0.2,91.03,1017,0
2024,1,7,10,30,1.4000000000000001,0.2,91.77,1018,0
2024,1,7,11,0,1.3,0.1,91.44,1018,0
2024,1,7,11,30,1.1,0.1,92.77,1018,0
2024,1,7,12,0,1,-0.1,92.32000000000001,1018,0
2024,1,7,12,30,0.8,-0.1,93.65,1018,0
2024,1,7,13,0,0.6000000000000001,-0.30000000000000004,93.61,1018,0
2024,1,7,13,30,0.4,-0.30000000000000004,94.97,1018,0
2024,1,7,14,0,0.30000000000000004,-0.5,94.16,1019,0
2024,1,7,14,30,0.4,-0.5,93.48,1019,0
2024,1,7,15,0,0.4,-0.5,93.37,1019,0
2024,1,7,15,30,1.9000000000000001,-0.5,83.84,1019,0
2024,1,7,16,0,3.3000000000000003,0.6000000000000001,82.34,1020,0
2024,1,7,16,30,4.6000000000000005,0.6000000000000001,75.17,1020,0
2024,1,7,17,0,5.9,1.4000000000000001,73.07000000000001,1020,0
2024,1,7,17,30,7.4,1.4000000000000001,65.92,1020,0
2024,1,7,18,0,9,1.3,58.45,1020,0
2024,1,7,18,30,9.9,1.3,55.03,1020,0
2024,1,7,19,0,10.9,1,50.29,1020,0
2024,1,7,19,30,11.4,0.9,48.61,1019,0
2024,1,7,20,0,12,0.6000000000000001,45.61,1019,0
2024,1,7,20,30,12.200000000000001,0.6000000000000001,44.97,1018,0
2024,1,7,21,0,12.4,0.5,43.96,1018,0
2024,1,7,21,30,12.4,0.5,43.96,1018,0
2024,1,7,22,0,12.4,0.5,44.04,1018,0
2024,1,7,22,30,12,0.5,45.21,1018,0
2024,1,7,23,0,11.600000000000001,1.4000000000000001,49.660000000000004,1018,0
2024,1,7,23,30,9.8,1.4000000000000001,56.02,1019,0
2024,1,8,0,0,8,3,70.52,1019,0
2024,1,8,0,30,6.800000000000001,3,76.53,1019,0
2024,1,8,1,0,5.6000000000000005,2,77.48,1019,0
2024,1,8,1,30,5.300000000000001,2,79.10000000000001,1019,0
2024,1,8,2,0,5,1.9000000000000001,80.19,1019,0
2024,1,8,2,30,4.7,1.9000000000000001,81.96000000000001,1020,0
2024,1,8,3,0,4.5,1.9000000000000001,83.35000000000001,1020,0
2024,1,8,3,30,4.3,1.9000000000000001,84.52,1020,0
2024,1,8,4,0,4.2,2,85.46000000000001,1021,0
2024,1,8,4,30,4,2,86.67,1021,0
2024,1,8,5,0,3.8000000000000003,1.9000000000000001,87.5,1021,0
2024,1,8,5,30,3.6,1.9000000000000001,88.74,1021,0
2024,1,8,6,0,3.4000000000000004,1.7000000000000002,88.75,1021,0
2024,1,8,6,30,3.2,1.7000000000000002,90.01,1021,0
2024,1,8,7,0,3.1,1.4000000000000001,88.47,1021,0
2024,1,8,7,30,3,1.4000000000000001,89.10000000000001,1021,0
2024,1,8,8,0,2.8000000000000003,1,87.82000000000001,1021,0
2024,1,8,8,30,2.6,1,89.07000000000001,1021,0
2024,1,8,9,0,2.4000000000000004,0.6000000000000001,87.71000000000001,1022,0
2024,1,8,9,30,2.2,0.6000000000000001,88.97,1022,0
2024,1,8,10,0,1.9000000000000001,0.1,87.8,1022,0
2024,1,8,10,30,1.7000000000000002,0.1,89.07000000000001,1022,0
2024,1,8,11,0,1.5,-0.30000000000000004,87.64,1022,0
2024,1,8,11,30,1.4000000000000001,-0.30000000000000004,88.27,1022,0
2024,1,8,12,0,1.3,-0.6000000000000001,87,1023,0
2024,1,8,12,30,1.3,-0.6000000000000001,87,1023,0
2024,1,8,13,0,1.3,-0.9,85.44,1023,0
2024,1,8,13,30,1.2000000000000002,-0.9,86.14,1024,0
2024,1,8,14,0,1.2000000000000002,-1.1,84.63,1024,0
2024,1,8,14,30,1.3,-1.1,84.11,1025,0
2024,1,8,15,0,1.5,-1.1,82.67,1025,0
2024,1,8,15,30,2.9000000000000004,-1.1,74.91,1026,0
2024,1,8,16,0,4.4,0.30000000000000004,74.75,1026,0
2024,1,8,16,30,5.6000000000000005,0.30000000000000004,68.76,1026,0
2024,1,8,17,0,6.7,0,62.190000000000005,1027,0
2024,1,8,17,30,7.800000000000001,0,57.69,1027,0
2024,1,8,18,0,8.9,0.4,55.2,1027,0
2024,1,8,18,30,10.100000000000001,0.4,50.93,1027,0
2024,1,8,19,0,11.200000000000001,0.6000000000000001,48.11,1026,0
2024,1,8,19,30,12,0.6000000000000001,45.64,1026,0
2024,1,8,20,0,12.8,0.8,43.84,1025,0
2024,1,8,20,30,13.200000000000001,0.8,42.71,1025,0
2024,1,8,21,0,13.600000000000001,1.1,42.58,1025,0
2024,1,8,21,30,13.700000000000001,1.1,42.31,1025,0
2024,1,8,22,0,13.8,1.6,43.480000000000004,1025,0
2024,1,8,22,30,13.5,1.6,44.33,1025,0
2024,1,8,23,0,13.200000000000001,3.3000000000000003,51.09,1025,0
2024,1,8,23,30,12.3,3.3000000000000003,54.18,1025,0
2024,1,9,0,0,11.3,3.1,57.21,1025,0
2024,1,9,0,30,10.3,3.1,61.19,1026,0
2024,1,9,1,0,9.4,2.5,61.97,1026,0
2024,1,9,1,30,8.9,2.5,64.09,1026,0
2024,1,9,2,0,8.4,2.6,66.8,1026,0
2024,1,9,2,30,8.1,2.6,68.17,1026,0
2024,1,9,3,0,7.7,2.7,70.66,1026,0
2024,1,9,3,30,7.6000000000000005,2.7,71.21000000000001,1027,0
2024,1,9,4,0,7.4,2.8000000000000003,72.86,1027,0
2024,1,9,4,30,7.300000000000001,2.8000000000000003,73.36,1027,0
2024,1,9,5,0,7.1000000000000005,3,75.4,1027,0
2024,1,9,5,30,7,3,75.92,1027,0
2024,1,9,6,0,6.9,3.3000000000000003,77.64,1027,0
2024,1,9,6,30,6.6000000000000005,3.3000000000000003,79.25,1027,0
2024,1,9,7,0,6.4,3.5,81.61,1027,0
2024,1,9,7,30,6.2,3.5,82.74,1027,0
2024,1,9,8,0,6.1000000000000005,3.7,84.59,1027,0
2024,1,9,8,30,6.1000000000000005,3.7,84.59,1027,0
2024,1,9,9,0,6.1000000000000005,3.9000000000000004,85.75,1027,0
2024,1,9,9,30,6.2,3.9000000000000004,85.16,1027,0
2024,1,9,10,0,6.300000000000001,4,85.35000000000001,1026,0
2024,1,9,10,30,6.300000000000001,4,85.35000000000001,1026,0
2024,1,9,11,0,6.300000000000001,4.1000000000000005,85.71000000000001,1026,0
2024,1,9,11,30,6.2,4.1000000000000005,86.3,1026,0
2024,1,9,12,0,6.1000000000000005,4.4,88.63,1025,0
2024,1,9,12,30,6.300000000000001,4.4,87.41,1025,0
2024,1,9,13,0,6.4,4.9,90.07000000000001,1025,0
2024,1,9,13,30,6.6000000000000005,4.9,88.84,1025,0
2024,1,9,14,0,6.7,5.4,91.69,1025,0
2024,1,9,14,30,6.9,5.4,90.44,1025,0
2024,1,9,15,0,7.1000000000000005,6.1000000000000005,93.10000000000001,1025,0
2024,1,9,15,30,7.6000000000000005,6,89.9,1024,0
2024,1,9,16,0,8.1,7.1000000000000005,93.13,1024,0
2024,1,9,16,30,8.6,7.1000000000000005,90.03,1024,0
2024,1,9,17,0,9.200000000000001,8.1,92.65,1024,0
2024,1,9,17,30,9.700000000000001,8.1,89.51,1023,0
2024,1,9,18,0,10.3,9.200000000000001,92.76,1023,0
2024,1,9,18,30,11.100000000000001,9.200000000000001,87.96000000000001,1023,0
2024,1,9,19,0,11.8,10.3,90.69,1023,0
2024,1,9,19,30,12.4,10.3,87.10000000000001,1022,0
2024,1,9,20,0,13.100000000000001,10.3,83.11,1022,0
2024,1,9,20,30,13.600000000000001,10.3,80.37,1021,0
2024,1,9,21,0,14.100000000000001,8.9,71.10000000000001,1021,0
2024,1,9,21,30,14.100000000000001,8.9,71.10000000000001,1021,0
2024,1,9,22,0,14.200000000000001,7.6000000000000005,64.61,1021,0
2024,1,9,22,30,13.8,7.6000000000000005,66.24,1020,0
